-0.993496,-0.993043,-0.850291,-0.963479,-0.960727,-0.900596,-0.96642,-0.863996,-0.606175,-0.999291,0.0811894,0.651101,90.0
-0.998916,-1.0,-0.667959,-0.925075,-0.965498,-0.960239,-0.959704,-0.966094,-0.952624,-0.998583,-0.987471,0.00921591,88.0
-0.932791,-0.732174,-0.402939,-0.90512,-0.941641,-0.860835,-0.952989,-0.610616,-0.703123,-0.997023,-0.966422,0.172073,85.0
-0.99458,-1.0,-0.255168,-0.905873,-0.937603,-0.90159,-0.913365,-0.584773,-0.807273,-1.0,-0.970264,-0.132837,81.0
-0.954472,-0.808696,-0.379845,-0.908509,-0.913012,-0.741551,-0.845534,-0.844036,-0.413705,-0.998299,-0.953892,-0.096104,79.0
-0.99458,-0.996522,-0.744348,-0.95256,-0.970637,-0.960239,-0.939557,-0.825904,-0.882749,-0.99915,-0.626462,-0.0988697,92.0
-0.996748,-1.0,-0.915052,-0.977786,-0.985318,-0.701789,-0.899261,-0.930978,-0.956401,-1.0,-0.960909,0.610732,82.0
-0.992412,-0.982609,-0.801034,-0.911898,-0.958524,-0.960239,-0.979852,-0.43147,-0.254727,-0.997307,-0.586201,-0.075354,90.0
-0.827642,-0.86087,-0.623062,-0.889684,-0.906405,-0.900596,-0.96642,-0.809927,-0.768958,-0.998724,-0.919646,-0.046389,87.0
-0.998916,-1.0,-0.481105,-0.900226,-0.940173,-0.900596,-0.892545,-0.684133,-0.858696,-1.0,-0.912462,-0.00127185,86.0
-0.990244,-0.989565,-0.755006,-0.962349,-0.965865,-0.880716,-0.959704,-0.793585,-0.877603,-1.0,-0.906448,-0.0427727,87.0
-0.988076,-0.993043,-0.745155,-0.973645,-0.96036,-0.960239,-0.986568,-0.939973,-0.897462,-1.0,-0.903775,-0.047458,93.0
-0.997832,-0.996522,-0.145187,-0.849398,-0.902,-0.980119,-0.993284,-0.982322,-0.829283,-0.998937,-0.983796,-0.0950029,84.0
-0.993496,-0.993043,-0.688146,-0.956702,-0.961461,-0.940358,-0.979852,-0.969593,-0.934439,-1.0,-0.808553,-0.0092391,92.0
-0.81355,-0.606957,-0.787145,-0.937877,-0.953386,-0.940358,-0.886165,-0.793096,-0.886507,-0.473423,-0.993819,-0.999995,0.0
-0.911111,-0.846957,-0.639373,-0.943524,-0.884015,-0.940358,-0.979852,-0.922714,-0.917928,-0.998441,-0.927832,0.176959,94.0
-0.959892,-0.829565,-0.263889,-0.74887,-0.834832,-0.741551,-0.973136,-0.792665,-0.757115,-0.999717,-0.961243,-0.0425828,81.0
-0.985908,-0.958261,-0.555879,-0.829443,-0.923656,-0.940358,-0.932841,-0.483951,-0.351194,-0.998441,-0.972436,-0.0693652,91.0
-0.973984,-0.888696,-0.949935,-0.986822,-0.992659,-0.801193,-0.932841,-0.927631,-0.962868,-0.999858,-0.385566,0.622075,83.0
-0.927371,-0.686957,-0.718831,-0.952937,-0.98018,-0.880716,-0.926125,-0.968304,-0.975489,-0.999787,-0.893251,-0.0903479,90.0
-0.98374,-0.982609,-0.727713,-0.873117,-0.925858,-0.900596,-0.96642,-0.927984,-0.897555,-0.999291,-0.990478,0.361626,88.0
-0.995664,-1.0,-0.699612,-0.923569,-0.929161,-0.761431,-0.973136,-0.896135,-0.947288,-0.999787,-0.821083,-0.0610217,89.0
-0.98916,-0.986087,-0.414567,-0.92244,-0.940907,-0.880716,-0.96642,-0.843622,-0.877051,-0.999291,-0.767624,-0.0101262,87.0
-0.988076,-0.97913,-0.288437,-0.932605,-0.942008,-0.62326,-0.832438,-0.932428,-0.929426,-0.99759,-0.860508,0.370399,76.0
-0.99458,-0.986087,-0.764373,-0.976657,-0.965131,-0.980119,-0.993284,-0.966929,-0.968333,-0.999646,-0.956899,-0.0936637,92.0
-0.991328,-0.989565,-0.380975,-0.737952,-0.913012,-0.900596,-0.973136,-0.633024,-0.816261,-0.996031,-0.982626,0.154823,83.0
-0.997832,-1.0,-0.943798,-0.984187,-0.988989,-0.801193,-0.932841,-0.948353,-0.918941,-1.0,0.0755095,0.651179,90.0
-0.99458,-1.0,-0.484658,-0.853539,-0.922188,-0.801193,-0.973136,-0.894382,-0.902709,-0.997307,-0.636652,0.386477,89.0
-1.0,-1.0,-0.951712,-0.978916,-0.986052,-0.980119,-0.993284,-0.998926,-0.982598,-0.998583,-0.904611,0.525814,98.0
-0.998916,-1.0,-0.598353,-0.922816,-0.930997,-0.980119,-0.993284,-0.76343,-0.926548,-0.998724,-0.964751,0.529564,90.0
-0.998916,-0.996522,-0.86208,-0.968373,-0.979813,-0.940358,-0.979852,-0.927583,-0.985755,-0.99915,-0.487137,0.522492,96.0
-0.993496,-0.982609,-0.717216,-0.954066,-0.964764,-0.940358,-0.973136,-0.906076,-0.938596,-0.99915,-0.969429,-0.12406,92.0
-0.996748,-0.993043,-0.741441,-0.952937,-0.95779,-0.940358,-0.96642,-0.946146,-0.88662,-0.998441,-0.926829,-0.0521442,91.0
-0.99458,-1.0,-0.226098,-0.810994,-0.881446,-0.801193,-0.979852,-0.868832,-0.829405,-0.998724,-0.581524,0.467958,87.0
