-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2,-0.6,-1.0,1.0,1.0,1.0,-1.0,0.0,-0.2,-0.3325,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.568
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.6,0.2,-0.75,-1.0,-1.0,-1.0,0.0,1.0,-0.2,-0.3325,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.589
0.0,-0.6,-1.0,1.0,1.0,1.0,-1.0,-0.3325,-0.2,-0.2,-0.2,-1.0,-1.0,0.0,0.0,-1.0,0.0,-0.6,-0.3325,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.621
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.2,0.6,-0.5,-1.0,0.0,0.0,-1.0,0.0,-0.6,-0.3325,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.628
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.3325,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.634
-1.0,-0.6,-1.0,-1.0,-1.0,-1.0,-1.0,-0.3325,-1.0,-0.6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.3325,-0.3325,-1.0,-1.0,-1.0,-1.0,0.0,-0.3325,-1.0,0.649
-0.5,0.2,-0.25,-1.0,1.0,0.0,-1.0,-0.3325,-0.6,-0.6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.3325,1.0,1.0,-1.0,1.0,0.0,0.0,-0.3325,-0.3325,0.661
-0.5,1.0,1.0,-1.0,0.0,0.0,-1.0,-0.3325,-0.6,-0.2,-0.2,-1.0,-1.0,0.0,0.0,-1.0,0.0,-0.6,-0.3325,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.665
-0.5,-0.2,-1.0,-1.0,0.0,0.0,-1.0,-0.3325,-0.6,-0.2,1.0,1.0,-1.0,0.0,0.0,-1.0,0.0,-0.6,0.3325,0.3325,-1.0,-1.0,0.0,0.0,0.0,-0.3325,-0.3325,0.671
-0.5,0.6,-0.25,-1.0,0.0,0.0,-1.0,-0.3325,-0.6,-0.6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.7
-0.5,-0.2,-1.0,-1.0,0.0,0.0,-1.0,-0.3325,-0.6,-0.2,0.6,-0.5,-1.0,0.0,0.0,-1.0,0.0,-0.6,-0.3325,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.716
-0.5,-0.2,-1.0,-1.0,0.0,0.0,-1.0,-0.3325,-0.6,0.2,-0.6,-1.0,1.0,1.0,1.0,-1.0,0.0,-0.2,-0.3325,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.717
-0.5,0.6,-0.5,-1.0,0.0,0.0,-1.0,-0.3325,-0.6,-0.2,-0.2,-1.0,-1.0,0.0,0.0,-1.0,0.0,-0.6,-0.3325,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.734
