0.00592061,-0.00797148,0.0708837,-0.121748,0.327746,-0.373847,-0.661559
0.172948,0.164467,0.246374,0.0562393,0.288422,-0.533003,-0.650859
-0.0390871,-0.095127,0.0167962,-0.219127,0.371988,-0.431117,-0.617114
-0.119603,-0.196017,-0.0617125,-0.293841,0.310601,-0.335499,-0.63907
0.0379821,-0.0147899,0.114062,-0.11785,0.330404,-0.252621,-0.700274
-0.193244,-0.265719,-0.143932,-0.409506,0.360374,-0.410988,-0.226367
-0.0600645,-0.114375,-0.00680918,-0.242633,0.326304,-0.440485,-0.573181
0.254623,0.217428,0.293267,0.125499,0.356565,-0.269925,-0.879874
0.0495964,-0.00583452,0.110378,-0.105459,0.371959,-0.342394,-0.832006
-0.0784499,-0.142134,-0.0156008,-0.238071,0.364331,-0.235136,-0.732962
0.0056189,-0.0482691,0.0807498,-0.153839,0.325018,-0.348314,-0.623139
-0.113377,-0.171512,-0.0382411,-0.2888,0.27037,-0.417474,-0.516584
-0.0233362,-0.0663957,0.0442475,-0.177371,0.285552,-0.446764,-0.535411
-0.139561,-0.187717,-0.0776999,-0.331856,0.355355,-0.312581,-0.506081
-0.15311,-0.236539,-0.0862514,-0.33065,0.367452,-0.278668,-0.669448
0.0475561,0.0298854,0.104821,-0.0899538,0.350789,-0.469924,-0.701915
0.11192,0.0896343,0.179077,-0.00493403,0.286944,-0.191267,-0.659251
-0.115885,-0.183663,-0.0449287,-0.306523,0.315329,-0.467791,-0.56517
-0.172974,-0.235362,-0.106015,-0.35422,0.341954,-0.34068,-0.631408
0.0464036,-0.0117831,0.118763,-0.116793,0.334398,-0.482974,-0.680018
-0.131533,-0.216585,-0.0761872,-0.336601,0.339398,-0.442225,-0.64011
0.133786,0.0810371,0.204343,-0.00806872,0.319783,-0.239809,-0.675547
0.0839948,0.0704959,0.0902913,-0.0617968,0.364098,-0.467965,-0.968525
0.0963065,0.0623856,0.116925,-0.0639713,0.311213,-0.391776,-0.670154
0.108439,0.0404721,0.182637,-0.0402501,0.357514,-0.212136,-0.708255
0.0674549,0.0508772,0.12734,-0.065579,0.345525,-0.368981,-0.687304
0.0441101,0.00541511,0.100925,-0.11438,0.309335,-0.492354,-0.788586
0.227142,0.20154,0.291288,0.113303,0.349054,-0.246904,-0.665008
-0.0794575,-0.140574,-0.0148458,-0.242459,0.289106,-0.273701,-0.674263
-0.00348234,-0.0595957,0.0659968,-0.1577,0.285281,-0.214151,-0.636672
-0.0351284,-0.0863019,0.0333939,-0.183258,0.356151,-0.495939,-0.571827
-0.192636,-0.272973,-0.153571,-0.424049,0.281481,-0.347488,-0.446622
-0.126473,-0.214928,-0.0792252,-0.346111,0.29299,-0.355837,-0.539415
-0.120363,-0.178085,-0.0574489,-0.298249,0.377256,-0.460377,-0.590316
0.163148,0.147284,0.217751,0.0506375,0.374969,-0.49115,-0.79521
0.0969028,0.0468434,0.159188,-0.0428466,0.35033,-0.185459,-0.918527
0.566728,0.561595,0.611821,0.503523,0.31873,-0.288655,-0.630333
-0.104905,-0.16743,-0.0458194,-0.275807,0.276353,-0.26988,-0.625522
0.183183,0.159467,0.243801,0.0712616,0.292207,-0.174702,-0.747805
-0.00593446,-0.0733689,0.0628365,-0.17019,0.304124,-0.207062,-0.830988
0.181626,0.127911,0.192895,0.0398445,0.373157,-0.369195,-0.954159
0.0761844,0.034736,0.131167,-0.059839,0.315738,-0.182579,-0.862509
-0.171011,-0.247032,-0.127715,-0.400508,0.327705,-0.406288,-0.406403
-0.0164334,-0.0635928,-0.00256729,-0.226013,0.361264,-0.387113,-0.76885
0.341573,0.347061,0.382175,0.266176,0.33102,-0.186823,-0.759418
-0.0407083,-0.0870474,0.0132629,-0.208755,0.287163,-0.398611,-0.537425
0.00424644,-0.063406,0.0710855,-0.157063,0.283765,-0.239573,-0.68205
0.145801,0.104552,0.211725,0.0038358,0.339347,-0.220119,-0.851988
0.447072,0.430801,0.492211,0.355649,0.272746,-0.530518,-0.760491
-0.0605367,-0.0978854,0.00259192,-0.22121,0.302609,-0.456445,-0.489772
0.339324,0.338576,0.375018,0.252894,0.343206,-0.400651,-0.725125
0.19865,0.18759,0.261685,0.0944128,0.320122,-0.212687,-0.762163
-0.133125,-0.205663,-0.103957,-0.362737,0.304708,-0.365697,-0.415433
-0.064088,-0.126289,-0.00722164,-0.25052,0.276788,-0.311309,-0.573246
-0.00449999,-0.0753807,0.0242731,-0.196754,0.352563,-0.435923,-0.705433
-0.069614,-0.141153,-0.00347522,-0.267493,0.369605,-0.310718,-0.685151
0.0816707,0.0100212,0.113459,-0.0820085,0.379225,-0.395339,-0.884441
0.0555498,0.0149607,0.133394,-0.0798068,0.339161,-0.275151,-0.727592
0.141536,0.136816,0.208673,0.0515072,0.32728,-0.312743,-0.673573
-0.112338,-0.177684,-0.0792762,-0.299718,0.272913,-0.369526,-0.432462
0.156852,0.107587,0.208631,0.00959697,0.344418,-0.30286,-0.878645
0.0475362,0.00400158,0.104598,-0.102406,0.357554,-0.346977,-0.686694
0.282819,0.248729,0.301189,0.155242,0.296581,-0.31096,-0.900908
0.151238,0.0930598,0.223253,0.0155694,0.304642,-0.267177,-0.746666
-0.115111,-0.16912,-0.0371837,-0.292308,0.272597,-0.46994,-0.500112
-0.146257,-0.218594,-0.102675,-0.36274,0.304171,-0.420337,-0.234945
-0.0541758,-0.118374,0.0174887,-0.215586,0.301889,-0.237881,-0.59789
0.0589534,0.00222266,0.0741293,-0.134969,-0.479284,-0.134234,-1.0002
0.186324,0.197331,0.228102,0.0656853,-0.488062,-0.428777,-0.959035
0.158835,0.15205,0.161441,0.0363496,-0.559811,-0.0961209,-0.65125
0.0357196,0.0369734,0.107098,-0.103854,-0.526253,-0.268007,-0.63598
-0.0622179,-0.074037,-0.0227649,-0.231167,-0.493515,-0.340595,-0.611045
-0.192965,-0.176485,-0.228059,-0.297658,-0.47026,-0.319634,-0.627021
0.710407,0.726944,0.769439,0.676844,-0.585341,-0.306346,-0.801576
0.12363,0.148105,0.197166,0.012236,-0.629934,-0.106859,-0.722434
0.114385,0.0957949,0.158565,-0.027588,-0.508645,-0.133902,-0.843117
0.526197,0.541576,0.575102,0.460481,-0.561459,-0.410803,-0.731945
0.193405,0.164615,0.235175,0.0622702,-0.54493,-0.342908,-0.962896
-0.0833666,-0.107953,-0.0647999,-0.220939,-0.5269,-0.459722,-0.892566
0.163761,0.200178,0.232206,0.0440419,-0.58757,-0.200717,-0.577324
0.196081,0.182416,0.239837,0.0445167,-0.635016,-0.355079,-1.07305
-0.0330044,-0.0742106,0.0111593,-0.16831,0.160495,-0.226552,-0.770769
-0.0266787,-0.0564258,0.0440917,-0.179553,0.14651,-0.319153,-0.714746
0.00582847,0.00588905,0.0985509,-0.155057,0.126461,-0.0581179,-0.346849
0.180736,0.178696,0.250502,0.0596359,0.0587109,-0.0537529,-0.656618
-0.0154497,-0.0190071,0.0594057,-0.174622,0.0998629,-0.0558101,-0.453909
-0.132961,-0.178621,-0.0642347,-0.331128,0.132518,-0.296177,-0.704332
-0.27901,-0.327222,-0.211203,-0.502887,0.120905,-0.28851,-0.604161
-0.0955878,-0.100457,-0.0124222,-0.273532,0.0839982,-0.0538232,-0.454863
-0.105496,-0.178756,-0.0506007,-0.303181,0.163273,-0.312781,-0.690807
-0.0303714,-0.0716486,0.00537493,-0.192136,0.0969072,-0.246373,-0.648919
-0.0577335,-0.137531,0.0124614,-0.244122,0.194224,-0.0505169,-0.718605
-0.0902868,-0.121427,-0.00836073,-0.270715,0.137441,-0.120842,-0.406382
-0.237484,-0.284159,-0.161411,-0.428567,0.131828,-0.259815,-0.591522
-0.014003,-0.0503166,0.0399141,-0.167152,0.0951402,-0.317103,-0.654901
-0.0769954,-0.110403,-0.00947213,-0.243212,0.113914,-0.144364,-0.385275
0.142207,0.100042,0.183872,0.0103967,0.186792,-0.096749,-0.758345
0.0352864,0.00543093,0.103551,-0.117319,0.0591162,-0.117719,-0.671597
0.0754298,0.0150656,0.0983966,-0.0691152,0.198018,-0.148652,-0.826032
-0.0783695,-0.142974,-0.0338088,-0.231628,0.181862,-0.141284,-0.725057
-0.184279,-0.20978,-0.114549,-0.345958,0.115257,-0.253708,-0.492954
-0.0848044,-0.140177,-0.0429928,-0.241769,0.164629,-0.265142,-0.761875
-0.09043,-0.133079,-0.0360115,-0.252536,0.148465,-0.285514,-0.70648
0.0857909,0.0591465,0.129532,-0.0592291,0.126622,-0.154173,-0.672583
-0.123538,-0.154975,-0.0579935,-0.313851,0.0716363,-0.123386,-0.483663
-0.18632,-0.217866,-0.103024,-0.406574,0.144862,-0.0499475,-0.545727
0.169079,0.165935,0.228235,0.0478832,0.0977038,-0.202565,-0.58232
-0.147906,-0.170697,-0.074289,-0.300504,0.123509,-0.226672,-0.545106
0.00995301,-0.0473927,0.0716,-0.153384,0.189251,-0.0722153,-0.704292
-0.0393132,-0.0532236,0.0275445,-0.205974,0.0796535,-0.273572,-0.658178
-0.0150822,-0.0369196,0.0594295,-0.168103,0.105081,-0.223915,-0.56705
-0.140014,-0.17988,-0.0758862,-0.307817,0.0681893,-0.243338,-0.630082
0.00663097,-0.0311854,0.0723135,-0.159094,0.153788,-0.103835,-0.659927
-0.164577,-0.184078,-0.0817443,-0.369944,0.141609,-0.0742767,-0.456422
-0.0554089,-0.125061,-0.00684352,-0.219122,0.166233,-0.115965,-0.634014
0.197823,0.173556,0.240794,0.0676804,0.140971,-0.22821,-0.731429
-0.0895442,-0.133495,-0.0240056,-0.26346,0.0868522,-0.118599,-0.500505
-0.195596,-0.261377,-0.129119,-0.397995,0.0815739,-0.31538,-0.613954
-0.0795384,-0.151254,-0.00881142,-0.272853,0.169727,-0.0786247,-0.648506
-0.133889,-0.250561,-0.104895,-0.362412,0.181548,-0.185167,-0.702029
-0.139335,-0.213286,-0.117107,-0.355291,0.147864,-0.254857,-0.908204
-0.142657,-0.171211,-0.0702588,-0.285315,0.0594953,-0.276191,-0.623287
-0.0686092,-0.114999,0.00337285,-0.256404,0.0779697,-0.148443,-0.462486
0.0196508,-0.00780093,0.0802392,-0.120397,0.143657,-0.188483,-0.691938
-0.167986,-0.205819,-0.0908728,-0.376381,0.0776008,-0.0812228,-0.332547
-0.163907,-0.168146,-0.0760868,-0.353855,0.114448,-0.0600797,-0.440925
0.0406932,0.018507,0.0999524,-0.103244,0.0720377,-0.308973,-0.700012
0.11543,0.0545576,0.121282,-0.0395167,0.207188,-0.10215,-0.876869
-0.141074,-0.216418,-0.109779,-0.339499,0.166616,-0.193545,-0.671693
-0.229167,-0.26638,-0.153802,-0.442696,0.079822,-0.204872,-0.471352
-0.17505,-0.214763,-0.106251,-0.356532,0.0924433,-0.279017,-0.566414
-0.241625,-0.289945,-0.165134,-0.490692,0.0952619,-0.0891922,-0.291703
0.00964981,-0.0193707,0.0780743,-0.147585,0.107407,-0.285392,-0.583847
-0.254405,-0.279584,-0.174012,-0.446024,0.105471,-0.171055,-0.456256
0.0114614,-0.0615714,0.0181786,-0.169782,0.179016,-0.215019,-0.684949
-0.183845,-0.223662,-0.106844,-0.362325,0.0800144,-0.236883,-0.597825
-0.0193496,-0.0991952,0.015312,-0.178419,0.185685,-0.117893,-0.70737
-0.0957943,-0.126356,-0.0200868,-0.264179,0.0599063,-0.210876,-0.578117
0.0524751,0.0283497,0.105694,-0.0920892,0.101879,-0.128937,-0.669144
-0.19208,-0.253819,-0.136794,-0.376921,0.154105,-0.181121,-0.602512
0.43992,0.452651,0.482604,0.374193,0.127486,-0.185971,-0.755927
-0.100625,-0.163646,-0.0321445,-0.281375,0.172797,-0.0534092,-0.691797
-0.0102805,-0.0704542,0.011377,-0.183679,0.182714,-0.164759,-0.624781
0.102397,0.0959657,0.173078,-0.00494649,0.114637,-0.196232,-0.629355
-0.196499,-0.25554,-0.120917,-0.407715,0.065576,-0.178504,-0.405897
-0.211288,-0.272211,-0.134637,-0.454142,0.113624,-0.0892096,-0.424175
0.213143,0.214377,0.265507,0.119715,0.0580909,-0.14979,-0.611851
-0.13307,-0.156233,-0.0539927,-0.302405,0.0594225,-0.251038,-0.586715
-0.114996,-0.12938,-0.0305344,-0.310739,0.15678,-0.0692757,-0.532808
-0.208724,-0.268005,-0.133878,-0.436841,0.133043,-0.0938163,-0.489467
0.092382,0.0807066,0.158745,-0.039269,0.117468,-0.320881,-0.709885
-0.134694,-0.152447,-0.0486904,-0.328903,0.120131,-0.117573,-0.442593
0.229907,0.20674,0.265638,0.100267,0.0602471,-0.0834574,-0.745573
0.101165,0.0447661,0.154767,-0.0672034,0.147445,-0.145096,-0.744264
-0.1801,-0.260663,-0.142265,-0.370721,0.165275,-0.150768,-0.705583
-0.0933612,-0.130571,-0.0317505,-0.280786,0.0887689,-0.166771,-0.546824
0.661831,0.682822,0.677595,0.636217,-0.918193,0.0572126,-0.684343
-0.580613,-0.535228,-0.573589,-0.71986,-0.843679,0.135244,-0.572241
-0.0601612,-0.0165184,0.00236351,-0.183953,-0.873732,0.12388,-0.428028
0.300461,0.309771,0.343919,0.195891,-0.906964,0.226589,-0.516065
-0.0508135,-0.00393977,0.0146417,-0.165997,-0.870077,0.103905,-0.419414
-0.148638,-0.138029,-0.115045,-0.255624,-0.929538,0.185614,-0.595763
0.562232,0.602551,0.619924,0.562613,-0.919421,0.0807822,-0.502716
-0.0838354,-0.0698722,-0.0352877,-0.215658,-0.990359,0.401567,-0.621129
0.201224,0.248289,0.251546,0.129369,-0.869222,0.151799,-0.557187
0.512908,0.500918,0.537848,0.449345,-0.83815,-0.0186717,-0.805536
-0.0579007,-0.0541516,-0.00950697,-0.177571,-0.93507,0.220888,-0.591949
0.244929,0.266438,0.276807,0.146644,-0.98877,0.314126,-0.510633
0.190308,0.143912,0.205279,0.0808867,-0.686436,-0.331994,-1.02057
-0.0801595,-0.040267,-0.0293651,-0.198717,-0.761684,-0.0325576,-0.502846
0.466331,0.452347,0.500413,0.402811,-0.805546,-0.138039,-0.824865
0.15535,0.129895,0.167114,0.0401886,-0.844043,-0.0761291,-0.952015
0.0560952,0.0801373,0.131907,-0.0820161,-0.94815,0.178393,-0.532012
-0.0504922,-0.0290389,-0.0130961,-0.1786,-0.870989,0.310072,-0.647028
1.0,1.0,1.0,1.0,-0.789194,-0.23534,-0.802847
0.129585,0.122299,0.17003,0.0265551,-0.84229,0.0205997,-0.769364
0.38028,0.445531,0.41352,0.397771,-0.947494,0.0893795,-0.463716
-0.159771,-0.125624,-0.121045,-0.299591,-0.847393,0.0508322,-0.417987
0.150315,0.189383,0.195383,0.0504727,-0.971802,0.20709,-0.529339
0.264812,0.243739,0.28084,0.169862,-0.875706,0.0180512,-0.896505
-0.217924,-0.17804,-0.162214,-0.35208,-0.875968,0.389595,-0.431945
-0.207647,-0.159579,-0.209945,-0.300847,-0.810811,0.0788595,-0.645555
0.413959,0.416954,0.405089,0.352993,-0.896882,-0.0620742,-0.874601
0.230773,0.261573,0.267473,0.167006,-0.932647,0.128806,-0.532717
0.111623,0.168985,0.181906,0.0192172,-0.877652,0.196368,-0.385892
0.757046,0.783292,0.788427,0.766128,-0.772077,-0.278322,-0.589735
0.253178,0.290034,0.313547,0.194405,-0.876289,0.176211,-0.502094
-0.0886202,-0.0408004,-0.0393867,-0.208427,-0.88005,0.25597,-0.43916
0.563531,0.573265,0.62142,0.511966,-0.708491,-0.273857,-0.677124
0.595815,0.620728,0.636978,0.555971,-0.898238,0.12396,-0.576243
-0.0386035,-0.0579583,-0.0331334,-0.15694,-0.888884,-0.0306487,-0.788732
0.611338,0.618753,0.66495,0.559589,-0.716052,-0.181067,-0.768406
0.754348,0.768757,0.767068,0.723384,-0.736558,-0.333508,-0.659384
0.592401,0.6168,0.530127,0.557909,-0.940829,0.0689677,-0.794703
